2.500000000000000052e-04 1.187287632874781895e+00
7.500000000000001240e-04 1.190677280159857077e+00
1.250000000000000026e-03 1.194423151932925808e+00
1.750000000000000253e-03 1.198037971629436038e+00
2.250000000000000264e-03 1.201754720715074054e+00
2.750000000000000274e-03 1.205462679689485173e+00
3.250000000000000284e-03 1.209215104184160339e+00
3.749999999999999861e-03 1.212987051187941923e+00
4.250000000000000305e-03 1.216790869399405395e+00
4.750000000000000749e-03 1.220621138838661857e+00
5.250000000000000326e-03 1.224480913697795437e+00
5.750000000000000770e-03 1.228369218308293265e+00
6.250000000000000347e-03 1.232287003430636574e+00
6.750000000000000791e-03 1.236234310015402293e+00
7.250000000000001235e-03 1.240211619546717436e+00
7.749999999999999944e-03 1.244219211537775482e+00
8.250000000000000389e-03 1.248257469355172677e+00
8.750000000000000833e-03 1.252326734908422834e+00
9.250000000000001277e-03 1.256427377889475228e+00
9.750000000000001721e-03 1.260559763013453294e+00
1.025000000000000216e-02 1.264724265739873621e+00
1.074999999999999914e-02 1.268921264963112083e+00
1.124999999999999958e-02 1.273151146645135956e+00
1.175000000000000003e-02 1.277414302256195011e+00
1.225000000000000047e-02 1.281711129683503980e+00
1.275000000000000092e-02 1.286042032972512628e+00
1.325000000000000136e-02 1.290407422625646561e+00
1.375000000000000007e-02 1.294807715640509782e+00
1.425000000000000051e-02 1.299243335675478672e+00
1.475000000000000096e-02 1.303714713158900640e+00
1.525000000000000140e-02 1.308222285429071263e+00
1.575000000000000011e-02 1.312766496863785104e+00
1.625000000000000056e-02 1.317347799019060073e+00
1.675000000000000100e-02 1.321966650767849583e+00
1.725000000000000144e-02 1.326623518443184269e+00
1.775000000000000189e-02 1.331318875983733996e+00
1.825000000000000233e-02 1.336053205082836648e+00
1.874999999999999931e-02 1.340826995340592021e+00
1.924999999999999975e-02 1.345640744419314139e+00
1.975000000000000019e-02 1.350494958202297369e+00
2.025000000000000064e-02 1.355390150956016004e+00
2.075000000000000108e-02 1.360326845495803294e+00
2.125000000000000153e-02 1.365305573355089841e+00
2.175000000000000197e-02 1.370326874958257779e+00
2.225000000000000241e-02 1.375391299797194655e+00
2.274999999999999939e-02 1.380499406611601199e+00
2.325000000000000330e-02 1.385651763573132023e+00
2.375000000000000028e-02 1.390848948473436097e+00
2.425000000000000419e-02 1.396091548916154501e+00
2.475000000000000117e-02 1.401380162512961158e+00
2.525000000000000508e-02 1.406715397083697638e+00
2.575000000000000205e-02 1.412097870860671733e+00
2.624999999999999903e-02 1.417528212697189538e+00
2.675000000000000294e-02 1.423007062280370771e+00
2.724999999999999992e-02 1.428535070348323277e+00
2.775000000000000383e-02 1.434112898911716893e+00
2.825000000000000080e-02 1.439741221479831301e+00
2.875000000000000125e-02 1.445420723291104714e+00
2.925000000000000169e-02 1.451152101548260021e+00
2.975000000000000214e-02 1.456936065658028578e+00
3.025000000000000258e-02 1.462773337475518520e+00
3.075000000000000303e-02 1.468664651553266864e+00
3.125000000000000000e-02 1.474610755394991202e+00
3.175000000000000044e-02 1.480612409714073818e+00
3.225000000000000089e-02 1.486670388696773815e+00
